datetime_utc,precio_eur_mwh,temperature_2m,cloudcover,shortwave_radiation,windspeed_10m,precipitation,hora,dia_semana,mes,es_fin_de_semana,precio_lag_24h,precio_lag_48h,precio_lag_168h,precio_media_24h
2025-08-08 00:00:00+00:00,144.44,29.5,0,0.0,1.7,0.0,0,4,8,0,139.83,118.72,124.43,153.12791666666666
2025-08-08 01:00:00+00:00,138.78,28.3,3,0.0,0.5,0.0,1,4,8,0,141.25,114.82,112.27,153.025
2025-08-08 02:00:00+00:00,137.48,27.2,0,0.0,5.5,0.0,2,4,8,0,140.56,121.11,103.58,152.89666666666668
2025-08-08 03:00:00+00:00,139.81,26.1,0,0.0,6.7,0.0,3,4,8,0,141.12,132.13,113.33,152.84208333333333
2025-08-08 04:00:00+00:00,143.32,25.0,1,0.0,8.1,0.0,4,4,8,0,150.72,130.04,124.54,152.53375000000003
2025-08-08 05:00:00+00:00,149.99,23.8,9,0.0,3.8,0.0,5,4,8,0,157.93,144.71,143.78,152.20291666666665
2025-08-08 06:00:00+00:00,174.12,23.9,9,16.0,2.9,0.0,6,4,8,0,177.97,157.78,167.55,152.0425
2025-08-08 07:00:00+00:00,132.12,25.5,0,144.0,4.6,0.0,7,4,8,0,137.76,135.97,131.94,151.8075
2025-08-08 08:00:00+00:00,163.83,27.5,1,332.0,5.3,0.0,8,4,8,0,167.97,169.8,179.76,151.63500000000002
2025-08-08 09:00:00+00:00,127.88,29.7,8,521.0,5.2,0.0,9,4,8,0,140.37,144.18,167.82,151.11458333333334
2025-08-08 10:00:00+00:00,124.9,32.0,17,687.0,4.1,0.0,10,4,8,0,139.72,143.71,164.15,150.49708333333334
2025-08-08 11:00:00+00:00,115.34,34.2,40,814.0,4.0,0.0,11,4,8,0,139.5,139.61,154.08,149.49041666666668
2025-08-08 12:00:00+00:00,49.46,36.1,63,890.0,5.0,0.0,12,4,8,0,73.0,74.18,83.08,148.50958333333332
2025-08-08 13:00:00+00:00,49.95,37.5,73,912.0,6.5,0.0,13,4,8,0,72.17,74.47,75.86,147.58374999999998
2025-08-08 14:00:00+00:00,60.16,38.2,92,840.0,10.0,0.0,14,4,8,0,73.28,77.07,79.28,147.03708333333336
2025-08-08 15:00:00+00:00,104.17,37.8,19,636.0,11.4,0.0,15,4,8,0,97.84,102.92,90.49,147.30083333333334
2025-08-08 16:00:00+00:00,195.5,37.9,84,590.0,9.4,0.0,16,4,8,0,189.06,203.89,180.65,147.5691666666667
2025-08-08 17:00:00+00:00,235.05,37.6,36,433.0,8.0,0.0,17,4,8,0,224.37,234.14,206.57,148.01416666666668
2025-08-08 18:00:00+00:00,240.36,37.2,99,250.0,11.2,0.0,18,4,8,0,241.28,245.26,222.08,147.97583333333333
2025-08-08 19:00:00+00:00,271.11,36.2,99,81.0,10.7,0.0,19,4,8,0,276.48,310.16,238.04,147.75208333333333
2025-08-08 20:00:00+00:00,181.75,34.6,99,2.0,1.8,0.0,20,4,8,0,188.02,221.38,172.8,147.49083333333334
2025-08-08 21:00:00+00:00,174.31,33.6,89,0.0,11.0,0.0,21,4,8,0,172.07,182.58,165.87,147.58416666666668
2025-08-08 22:00:00+00:00,147.93,32.8,48,0.0,11.0,0.0,22,4,8,0,145.34,153.09,155.49,147.69208333333333
2025-08-08 23:00:00+00:00,148.67,31.2,3,0.0,2.2,0.0,23,4,8,0,142.85,143.09,134.5,147.93458333333334
2025-08-09 00:00:00+00:00,149.49,30.0,0,0.0,7.1,0.0,0,5,8,1,144.44,139.83,122.97,148.145
2025-08-09 01:00:00+00:00,146.71,28.5,0,0.0,9.3,0.0,1,5,8,1,138.78,141.25,103.64,148.47541666666666
2025-08-09 02:00:00+00:00,146.24,27.2,0,0.0,7.7,0.0,2,5,8,1,137.48,140.56,97.3,148.84041666666667
2025-08-09 03:00:00+00:00,146.04,26.0,0,0.0,4.6,0.0,3,5,8,1,139.81,141.12,98.39,149.1
2025-08-09 04:00:00+00:00,151.39,24.8,0,0.0,2.3,0.0,4,5,8,1,143.32,150.72,105.03,149.43625
2025-08-09 05:00:00+00:00,158.13,24.2,0,0.0,1.8,0.0,5,5,8,1,149.99,157.93,110.32,149.77541666666667
2025-08-09 06:00:00+00:00,145.59,24.6,0,15.0,3.3,0.0,6,5,8,1,174.12,177.97,91.95,148.58666666666667
2025-08-09 07:00:00+00:00,84.61,26.0,0,141.0,4.0,0.0,7,5,8,1,132.12,137.76,62.33,146.60708333333332
2025-08-09 08:00:00+00:00,34.56,27.8,0,327.0,4.6,0.0,8,5,8,1,163.83,167.97,58.83,141.22083333333333
2025-08-09 09:00:00+00:00,34.26,29.8,0,517.0,4.0,0.0,9,5,8,1,127.88,140.37,57.58,137.32
2025-08-09 10:00:00+00:00,34.0,32.0,0,683.0,3.7,0.0,10,5,8,1,124.9,139.72,57.05,133.5325
2025-08-09 11:00:00+00:00,32.96,34.2,0,811.0,3.5,0.0,11,5,8,1,115.34,139.5,56.03,130.1
2025-08-09 12:00:00+00:00,32.86,36.0,0,889.0,3.7,0.0,12,5,8,1,49.46,73.0,55.37,129.40833333333333
2025-08-09 13:00:00+00:00,33.37,37.4,5,908.0,3.6,0.0,13,5,8,1,49.95,72.17,56.15,128.7175
2025-08-09 14:00:00+00:00,33.29,38.3,12,847.0,6.3,0.0,14,5,8,1,60.16,73.28,56.61,127.59791666666666
2025-08-09 15:00:00+00:00,37.87,38.2,11,712.0,10.3,0.0,15,5,8,1,104.17,97.84,57.66,124.83541666666666
2025-08-09 16:00:00+00:00,68.41,37.8,20,610.0,11.6,0.0,16,5,8,1,195.5,189.06,60.64,119.54
2025-08-09 17:00:00+00:00,109.93,37.6,68,439.0,9.4,0.0,17,5,8,1,235.05,224.37,68.83,114.32666666666667
2025-08-09 18:00:00+00:00,134.17,37.3,88,225.0,8.1,0.0,18,5,8,1,240.36,241.28,130.67,109.90208333333334
2025-08-09 19:00:00+00:00,144.93,36.7,13,58.0,6.0,0.0,19,5,8,1,271.11,276.48,160.2,104.64458333333333
2025-08-09 20:00:00+00:00,141.86,34.9,16,2.0,8.6,0.0,20,5,8,1,181.75,188.02,160.79,102.9825
2025-08-09 21:00:00+00:00,140.77,33.8,2,0.0,3.1,0.0,21,5,8,1,174.31,172.07,138.06,101.585
2025-08-09 22:00:00+00:00,150.77,32.2,4,0.0,4.2,0.0,22,5,8,1,147.93,145.34,139.21,101.70333333333333
2025-08-09 23:00:00+00:00,133.46,30.9,0,0.0,7.9,0.0,23,5,8,1,148.67,142.85,128.89,101.06958333333334
2025-08-10 00:00:00+00:00,128.16,29.1,0,0.0,10.7,0.0,0,6,8,1,149.49,144.44,102.26,100.18083333333333
2025-08-10 01:00:00+00:00,114.81,28.0,9,0.0,6.4,0.0,1,6,8,1,146.71,138.78,96.96,98.85166666666667
2025-08-10 02:00:00+00:00,132.84,27.5,9,0.0,5.2,0.0,2,6,8,1,146.24,137.48,88.59,98.29333333333334
2025-08-10 03:00:00+00:00,137.69,27.0,0,0.0,4.7,0.0,3,6,8,1,146.04,139.81,89.41,97.94541666666667
2025-08-10 04:00:00+00:00,142.36,26.2,0,0.0,4.2,0.0,4,6,8,1,151.39,143.32,90.54,97.56916666666667
2025-08-10 05:00:00+00:00,142.79,25.4,0,0.0,4.5,0.0,5,6,8,1,158.13,149.99,96.89,96.93
2025-08-10 06:00:00+00:00,102.26,25.1,0,15.0,7.3,0.0,6,6,8,1,145.59,174.12,68.57,95.12458333333332
2025-08-10 07:00:00+00:00,35.77,26.2,0,141.0,7.3,0.0,7,6,8,1,84.61,132.12,50.74,93.08958333333334
2025-08-10 08:00:00+00:00,40.64,28.5,0,328.0,7.8,0.0,8,6,8,1,34.56,163.83,55.02,93.34291666666667
2025-08-10 09:00:00+00:00,40.41,31.0,0,519.0,7.9,0.0,9,6,8,1,34.26,127.88,53.3,93.59916666666668
2025-08-10 10:00:00+00:00,39.61,32.9,0,687.0,7.4,0.0,10,6,8,1,34.0,124.9,51.6,93.83291666666668
2025-08-10 11:00:00+00:00,39.31,34.8,0,813.0,9.9,0.0,11,6,8,1,32.96,115.34,48.48,94.09750000000001
2025-08-10 12:00:00+00:00,39.01,35.8,0,891.0,12.0,0.0,12,6,8,1,32.86,49.46,48.96,94.35374999999999
2025-08-10 13:00:00+00:00,38.79,36.6,0,910.0,9.8,0.0,13,6,8,1,33.37,49.95,48.15,94.57958333333333
2025-08-10 14:00:00+00:00,39.14,37.7,0,871.0,9.4,0.0,14,6,8,1,33.29,60.16,52.01,94.82333333333334
2025-08-10 15:00:00+00:00,35.7,37.9,2,776.0,11.2,0.0,15,6,8,1,37.87,104.17,55.2,94.73291666666667
2025-08-10 16:00:00+00:00,65.23,37.8,1,633.0,10.4,0.0,16,6,8,1,68.41,195.5,49.87,94.60041666666666
2025-08-10 17:00:00+00:00,125.34,37.5,1,456.0,8.4,0.0,17,6,8,1,109.93,235.05,82.91,95.2425
2025-08-10 18:00:00+00:00,141.68,36.8,0,263.0,9.9,0.0,18,6,8,1,134.17,240.36,135.9,95.55541666666666
2025-08-10 19:00:00+00:00,179.49,35.8,0,86.0,9.1,0.0,19,6,8,1,144.93,271.11,157.14,96.99541666666669
2025-08-10 20:00:00+00:00,187.03,34.2,0,2.0,7.7,0.0,20,6,8,1,141.86,181.75,158.65,98.8775
2025-08-10 21:00:00+00:00,160.27,32.5,0,0.0,11.2,0.0,21,6,8,1,140.77,174.31,146.3,99.69
2025-08-10 22:00:00+00:00,143.13,31.1,0,0.0,10.5,0.0,22,6,8,1,150.77,147.93,122.48,99.37166666666667
2025-08-10 23:00:00+00:00,133.89,30.0,0,0.0,11.5,0.0,23,6,8,1,133.46,148.67,123.19,99.38958333333333
2025-08-11 00:00:00+00:00,133.5,29.0,0,0.0,11.0,0.0,0,0,8,0,128.16,149.49,123.67,99.61208333333333
2025-08-11 01:00:00+00:00,133.46,27.8,0,0.0,0.7,0.0,1,0,8,0,114.81,146.71,124.35,100.38916666666667
2025-08-11 02:00:00+00:00,133.89,27.2,0,0.0,1.1,0.0,2,0,8,0,132.84,146.24,129.46,100.43291666666666
2025-08-11 03:00:00+00:00,134.29,26.7,0,0.0,3.5,0.0,3,0,8,0,137.69,146.04,128.74,100.29124999999999
2025-08-11 04:00:00+00:00,135.66,26.0,0,0.0,4.2,0.0,4,0,8,0,142.36,151.39,140.1,100.01208333333334
2025-08-11 05:00:00+00:00,143.24,25.3,0,0.0,4.0,0.0,5,0,8,0,142.79,158.13,153.23,100.03083333333332
2025-08-11 06:00:00+00:00,160.86,25.3,0,14.0,5.2,0.0,6,0,8,0,102.26,145.59,165.35,102.47250000000001
2025-08-11 07:00:00+00:00,121.72,26.5,0,137.0,5.6,0.0,7,0,8,0,35.77,84.61,119.57,106.05375
2025-08-11 08:00:00+00:00,163.66,28.9,0,323.0,5.4,0.0,8,0,8,0,40.64,34.56,157.69,111.17958333333333
2025-08-11 09:00:00+00:00,139.37,30.8,0,513.0,4.7,0.0,9,0,8,0,40.41,34.26,140.46,115.30291666666666
2025-08-11 10:00:00+00:00,131.05,32.8,0,680.0,3.4,0.0,10,0,8,0,39.61,34.0,132.8,119.11291666666666
2025-08-11 11:00:00+00:00,128.23,34.8,0,808.0,3.4,0.0,11,0,8,0,39.31,32.96,127.34,122.81791666666668
2025-08-11 12:00:00+00:00,57.45,36.6,0,884.0,4.4,0.0,12,0,8,0,39.01,32.86,61.45,123.58625
2025-08-11 13:00:00+00:00,56.54,38.0,0,906.0,6.3,0.0,13,0,8,0,38.79,33.37,61.06,124.32583333333334
2025-08-11 14:00:00+00:00,96.08,38.6,21,829.0,6.2,0.0,14,0,8,0,39.14,33.29,63.4,126.69833333333332
2025-08-11 15:00:00+00:00,110.15,38.8,45,729.0,5.0,0.0,15,0,8,0,35.7,37.87,86.5,129.80041666666668
2025-08-11 16:00:00+00:00,212.7,38.5,31,592.0,4.8,0.0,16,0,8,0,65.23,68.41,167.98,135.945
2025-08-11 17:00:00+00:00,235.81,38.7,3,444.0,3.8,0.0,17,0,8,0,125.34,109.93,204.63,140.54791666666668
2025-08-11 18:00:00+00:00,267.76,38.1,19,251.0,2.4,0.0,18,0,8,0,141.68,134.17,240.55,145.80125
2025-08-11 19:00:00+00:00,278.82,35.2,52,77.0,16.1,0.0,19,0,8,0,179.49,144.93,315.71,149.94
2025-08-11 20:00:00+00:00,201.22,35.0,12,1.0,6.6,0.0,20,0,8,0,187.03,141.86,216.65,150.53125
2025-08-11 21:00:00+00:00,176.39,33.3,29,0.0,3.7,0.0,21,0,8,0,160.27,140.77,191.79,151.20291666666665
2025-08-11 22:00:00+00:00,140.45,32.0,1,0.0,3.0,0.0,22,0,8,0,143.13,150.77,188.58,151.09125
2025-08-11 23:00:00+00:00,130.61,31.5,0,0.0,4.7,0.0,23,0,8,0,133.89,133.46,155.77,150.95458333333332
2025-08-12 00:00:00+00:00,136.56,30.7,0,0.0,7.0,0.0,0,1,8,0,133.5,128.16,143.44,151.08208333333334
2025-08-12 01:00:00+00:00,133.73,29.2,0,0.0,6.3,0.0,1,1,8,0,133.46,114.81,139.88,151.09333333333333
2025-08-12 02:00:00+00:00,133.41,28.2,100,0.0,6.3,0.0,2,1,8,0,133.89,132.84,138.82,151.07333333333335
2025-08-12 03:00:00+00:00,133.74,28.0,100,0.0,5.6,0.0,3,1,8,0,134.29,137.69,134.85,151.05041666666668
2025-08-12 04:00:00+00:00,130.65,27.3,100,0.0,6.2,0.0,4,1,8,0,135.66,142.36,147.23,150.84166666666667
2025-08-12 05:00:00+00:00,144.28,26.5,100,0.0,5.6,0.0,5,1,8,0,143.24,142.79,155.01,150.88500000000002
2025-08-12 06:00:00+00:00,155.95,26.3,99,11.0,6.7,0.0,6,1,8,0,160.86,102.26,152.69,150.68041666666667
2025-08-12 07:00:00+00:00,151.79,27.0,88,95.0,5.6,0.0,7,1,8,0,121.72,35.77,93.48,151.9333333333333
2025-08-12 08:00:00+00:00,183.62,29.2,49,282.0,5.5,0.0,8,1,8,0,163.66,40.64,126.42,152.765
2025-08-12 09:00:00+00:00,155.33,32.1,100,492.0,4.5,0.0,9,1,8,0,139.37,40.41,122.63,153.43
2025-08-12 10:00:00+00:00,138.71,34.3,100,620.0,4.4,0.0,10,1,8,0,131.05,39.61,121.3,153.74916666666664
2025-08-12 11:00:00+00:00,135.42,35.8,85,647.0,3.3,0.0,11,1,8,0,128.23,39.31,118.92,154.04874999999998
2025-08-12 12:00:00+00:00,71.57,37.3,15,735.0,3.2,0.0,12,1,8,0,57.45,39.01,53.86,154.63708333333332
2025-08-12 13:00:00+00:00,80.27,38.5,63,903.0,5.7,0.0,13,1,8,0,56.54,38.79,53.85,155.62583333333333
2025-08-12 14:00:00+00:00,114.25,37.2,30,671.0,9.7,0.0,14,1,8,0,96.08,39.14,54.65,156.38291666666666
2025-08-12 15:00:00+00:00,137.95,37.3,38,657.0,9.1,0.0,15,1,8,0,110.15,35.7,53.6,157.54125
2025-08-12 16:00:00+00:00,218.97,37.8,55,532.0,7.8,0.0,16,1,8,0,212.7,65.23,124.05,157.8025
2025-08-12 17:00:00+00:00,243.54,37.7,38,388.0,8.7,0.0,17,1,8,0,235.81,125.34,177.36,158.12458333333333
2025-08-12 18:00:00+00:00,289.5,37.0,71,231.0,11.2,0.0,18,1,8,0,267.76,141.68,219.78,159.03041666666667
2025-08-12 19:00:00+00:00,267.9,31.3,74,62.0,20.9,0.0,19,1,8,0,278.82,179.49,241.59,158.57541666666665
2025-08-12 20:00:00+00:00,186.58,31.6,78,1.0,5.3,0.0,20,1,8,0,201.22,187.03,172.73,157.96541666666667
2025-08-12 21:00:00+00:00,168.95,30.9,98,0.0,3.5,0.0,21,1,8,0,176.39,160.27,158.45,157.65541666666667
2025-08-12 22:00:00+00:00,136.36,30.6,98,0.0,9.3,0.0,22,1,8,0,140.45,143.13,117.67,157.48499999999999
2025-08-12 23:00:00+00:00,137.49,30.3,100,0.0,9.0,0.0,23,1,8,0,130.61,133.89,112.99,157.77166666666668
2025-08-13 00:00:00+00:00,136.99,30.4,100,0.0,5.3,0.0,0,2,8,0,136.56,133.5,118.72,157.78958333333333
2025-08-13 01:00:00+00:00,129.23,27.9,100,0.0,4.8,0.0,1,2,8,0,133.73,133.46,114.82,157.60208333333335
2025-08-13 02:00:00+00:00,127.67,27.2,100,0.0,6.1,0.0,2,2,8,0,133.41,133.89,121.11,157.36291666666668
2025-08-13 03:00:00+00:00,127.21,26.1,97,0.0,10.9,0.0,3,2,8,0,133.74,134.29,132.13,157.09083333333334
2025-08-13 04:00:00+00:00,129.61,25.7,90,0.0,8.3,0.0,4,2,8,0,130.65,135.66,130.04,157.04749999999999
2025-08-13 05:00:00+00:00,149.02,25.0,64,0.0,8.2,0.0,5,2,8,0,144.28,143.24,144.71,157.24499999999998
2025-08-13 06:00:00+00:00,168.65,24.6,1,11.0,8.7,0.0,6,2,8,0,155.95,160.86,157.78,157.77416666666667
2025-08-13 07:00:00+00:00,144.75,25.8,0,131.0,5.0,0.0,7,2,8,0,151.79,121.72,135.97,157.48083333333332
2025-08-13 08:00:00+00:00,205.13,27.9,68,315.0,3.7,0.0,8,2,8,0,183.62,163.66,169.8,158.37708333333333
2025-08-13 09:00:00+00:00,187.31,30.1,0,494.0,3.8,0.0,9,2,8,0,155.33,139.37,144.18,159.7095833333333
2025-08-13 10:00:00+00:00,178.46,32.1,0,670.0,3.0,0.0,10,2,8,0,138.71,131.05,143.71,161.3658333333333
2025-08-13 11:00:00+00:00,172.02,33.9,29,799.0,0.5,0.0,11,2,8,0,135.42,128.23,139.61,162.89083333333335
2025-08-13 12:00:00+00:00,110.19,34.4,47,836.0,4.8,0.0,12,2,8,0,71.57,57.45,74.18,164.5
2025-08-13 13:00:00+00:00,117.67,34.3,50,609.0,6.0,0.0,13,2,8,0,80.27,56.54,74.47,166.05833333333334
2025-08-13 14:00:00+00:00,131.61,35.6,52,752.0,5.7,0.0,14,2,8,0,114.25,96.08,77.07,166.78166666666667
2025-08-13 15:00:00+00:00,142.55,34.7,40,720.0,13.6,0.0,15,2,8,0,137.95,110.15,102.92,166.97333333333333
2025-08-13 16:00:00+00:00,223.86,34.7,61,564.0,8.9,0.0,16,2,8,0,218.97,212.7,203.89,167.17708333333334
2025-08-13 17:00:00+00:00,226.45,34.6,57,407.0,8.0,0.0,17,2,8,0,243.54,235.81,234.14,166.465
2025-08-13 18:00:00+00:00,280.2,34.2,92,243.0,8.6,0.0,18,2,8,0,289.5,267.76,245.26,166.07750000000001
2025-08-13 19:00:00+00:00,275.56,32.9,14,71.0,9.1,0.0,19,2,8,0,267.9,278.82,310.16,166.39666666666668
2025-08-13 20:00:00+00:00,176.84,32.1,3,1.0,12.5,0.0,20,2,8,0,186.58,201.22,221.38,165.99083333333334
2025-08-13 21:00:00+00:00,159.08,31.2,0,0.0,9.3,0.0,21,2,8,0,168.95,176.39,182.58,165.57958333333335
2025-08-13 22:00:00+00:00,157.84,30.1,0,0.0,5.5,0.0,22,2,8,0,136.36,140.45,153.09,166.47458333333333
2025-08-13 23:00:00+00:00,144.33,29.1,0,0.0,4.4,0.0,23,2,8,0,137.49,130.61,143.09,166.75958333333335
2025-08-14 00:00:00+00:00,138.62,28.1,0,0.0,4.5,0.0,0,3,8,0,136.99,136.56,139.83,166.82750000000001
2025-08-14 01:00:00+00:00,129.93,26.2,0,0.0,7.6,0.0,1,3,8,0,129.23,133.73,141.25,166.85666666666665
2025-08-14 02:00:00+00:00,126.23,25.3,1,0.0,7.7,0.0,2,3,8,0,127.67,133.41,140.56,166.79666666666665
2025-08-14 03:00:00+00:00,124.79,24.4,7,0.0,8.6,0.0,3,3,8,0,127.21,133.74,141.12,166.69583333333333
2025-08-14 04:00:00+00:00,134.13,23.5,14,0.0,7.1,0.0,4,3,8,0,129.61,130.65,150.72,166.8841666666667
2025-08-14 05:00:00+00:00,141.1,23.0,7,0.0,6.9,0.0,5,3,8,0,149.02,144.28,157.93,166.55416666666667
2025-08-14 06:00:00+00:00,152.11,22.9,0,11.0,5.5,0.0,6,3,8,0,168.65,155.95,177.97,165.865
2025-08-14 07:00:00+00:00,142.95,24.0,0,127.0,4.4,0.0,7,3,8,0,144.75,151.79,137.76,165.79
2025-08-14 08:00:00+00:00,190.62,26.4,0,310.0,5.2,0.0,8,3,8,0,205.13,183.62,167.97,165.18541666666667
2025-08-14 09:00:00+00:00,187.24,28.8,0,499.0,6.1,0.0,9,3,8,0,187.31,155.33,140.37,165.1825
2025-08-14 10:00:00+00:00,172.33,31.2,0,666.0,6.5,0.0,10,3,8,0,178.46,138.71,139.72,164.92708333333334
2025-08-14 11:00:00+00:00,155.92,33.3,0,793.0,6.5,0.0,11,3,8,0,172.02,135.42,139.5,164.25625
2025-08-14 12:00:00+00:00,104.65,35.2,36,871.0,6.4,0.0,12,3,8,0,110.19,71.57,73.0,164.02541666666667
2025-08-14 13:00:00+00:00,121.69,36.2,23,889.0,7.7,0.0,13,3,8,0,117.67,80.27,72.17,164.19291666666666
2025-08-14 14:00:00+00:00,123.79,36.3,12,717.0,7.7,0.0,14,3,8,0,131.61,114.25,73.28,163.86708333333334
2025-08-14 15:00:00+00:00,132.43,37.0,27,722.0,6.9,0.0,15,3,8,0,142.55,137.95,97.84,163.44541666666666
2025-08-14 16:00:00+00:00,220.85,37.0,26,578.0,8.2,0.0,16,3,8,0,223.86,218.97,189.06,163.32
2025-08-14 17:00:00+00:00,232.74,36.6,39,399.0,9.8,0.0,17,3,8,0,226.45,243.54,224.37,163.58208333333334
2025-08-14 18:00:00+00:00,260.1,35.8,36,213.0,9.6,0.0,18,3,8,0,280.2,289.5,241.28,162.74458333333334
2025-08-14 19:00:00+00:00,273.43,34.8,61,61.0,9.8,0.0,19,3,8,0,275.56,267.9,276.48,162.65583333333333
2025-08-14 20:00:00+00:00,181.26,34.0,27,1.0,8.4,0.0,20,3,8,0,176.84,186.58,188.02,162.84
2025-08-14 21:00:00+00:00,166.51,33.0,13,0.0,3.1,0.0,21,3,8,0,159.08,168.95,172.07,163.14958333333334
2025-08-14 22:00:00+00:00,162.37,32.2,13,0.0,3.9,0.0,22,3,8,0,157.84,136.36,145.34,163.33833333333334
2025-08-14 23:00:00+00:00,148.07,30.4,0,0.0,2.9,0.0,23,3,8,0,144.33,137.49,142.85,163.49416666666664
2025-08-15 00:00:00+00:00,143.6,29.8,0,0.0,5.5,0.0,0,4,8,0,138.62,136.99,144.44,163.70166666666668
2025-08-15 01:00:00+00:00,135.87,28.5,5,0.0,5.8,0.0,1,4,8,0,129.93,129.23,138.78,163.94916666666668
2025-08-15 02:00:00+00:00,133.99,27.7,5,0.0,7.5,0.0,2,4,8,0,126.23,127.67,137.48,164.2725
2025-08-15 03:00:00+00:00,131.1,26.6,0,0.0,8.4,0.0,3,4,8,0,124.79,127.21,139.81,164.5354166666667
2025-08-15 04:00:00+00:00,138.34,26.0,6,0.0,9.6,0.0,4,4,8,0,134.13,129.61,143.32,164.71083333333334
2025-08-15 05:00:00+00:00,147.47,25.2,1,0.0,9.4,0.0,5,4,8,0,141.1,149.02,149.99,164.97625000000002
2025-08-15 06:00:00+00:00,122.79,24.7,0,10.0,8.9,0.0,6,4,8,0,152.11,168.65,174.12,163.75458333333333
2025-08-15 07:00:00+00:00,81.34,25.8,0,125.0,7.8,0.0,7,4,8,0,142.95,144.75,132.12,161.18750000000003
2025-08-15 08:00:00+00:00,37.88,27.8,0,311.0,8.4,0.0,8,4,8,0,190.62,205.13,163.83,154.82333333333332
2025-08-15 09:00:00+00:00,32.74,30.0,0,501.0,7.7,0.0,9,4,8,0,187.24,187.31,127.88,148.38583333333335
2025-08-15 10:00:00+00:00,28.95,32.2,0,668.0,7.0,0.0,10,4,8,0,172.33,178.46,124.9,142.41166666666666
2025-08-15 11:00:00+00:00,28.01,34.0,0,795.0,6.8,0.0,11,4,8,0,155.92,172.02,115.34,137.08208333333334
2025-08-15 12:00:00+00:00,27.6,35.5,0,872.0,6.3,0.0,12,4,8,0,104.65,110.19,49.46,133.87166666666667
2025-08-15 13:00:00+00:00,29.93,37.0,0,891.0,5.9,0.0,13,4,8,0,121.69,117.67,49.95,130.04833333333332
2025-08-15 14:00:00+00:00,54.98,38.0,1,844.0,4.5,0.0,14,4,8,0,123.79,131.61,60.16,127.18124999999999
2025-08-15 15:00:00+00:00,63.06,38.5,1,748.0,3.1,0.0,15,4,8,0,132.43,142.55,104.17,124.29083333333334
2025-08-15 16:00:00+00:00,97.52,38.5,1,608.0,2.4,0.0,16,4,8,0,220.85,223.86,195.5,119.15208333333334
2025-08-15 17:00:00+00:00,145.45,38.3,3,430.0,3.9,0.0,17,4,8,0,232.74,226.45,235.05,115.515
2025-08-15 18:00:00+00:00,155.08,37.5,68,240.0,7.0,0.0,18,4,8,0,260.1,280.2,240.36,111.13916666666667
2025-08-15 19:00:00+00:00,192.09,36.3,100,52.0,7.6,0.0,19,4,8,0,273.43,275.56,271.11,107.75
2025-08-15 20:00:00+00:00,189.45,35.2,16,0.0,2.1,0.0,20,4,8,0,181.26,176.84,181.75,108.09125
2025-08-15 21:00:00+00:00,161.64,34.0,4,0.0,0.8,0.0,21,4,8,0,166.51,159.08,174.31,107.88833333333332
2025-08-15 22:00:00+00:00,156.46,33.4,1,0.0,0.7,0.0,22,4,8,0,162.37,157.84,147.93,107.64208333333333
2025-08-15 23:00:00+00:00,152.18,32.7,0,0.0,1.3,0.0,23,4,8,0,148.07,144.33,148.67,107.81333333333335
2025-08-16 00:00:00+00:00,147.31,30.9,0,0.0,2.8,0.0,0,5,8,1,143.6,138.62,149.49,107.96791666666667
2025-08-16 01:00:00+00:00,141.99,28.6,2,0.0,3.7,0.0,1,5,8,1,135.87,129.93,146.71,108.22291666666666
2025-08-16 02:00:00+00:00,140.06,27.2,4,0.0,4.3,0.0,2,5,8,1,133.99,126.23,146.24,108.47583333333334
2025-08-16 03:00:00+00:00,141.38,26.0,1,0.0,2.7,0.0,3,5,8,1,131.1,124.79,146.04,108.90416666666665
2025-08-16 04:00:00+00:00,144.41,25.2,0,0.0,4.1,0.0,4,5,8,1,138.34,134.13,151.39,109.15708333333333
2025-08-16 05:00:00+00:00,151.12,24.6,0,0.0,7.7,0.0,5,5,8,1,147.47,141.1,158.13,109.30916666666667
2025-08-16 06:00:00+00:00,143.26,24.1,0,10.0,6.5,0.0,6,5,8,1,122.79,152.11,145.59,110.16208333333333
2025-08-16 07:00:00+00:00,100.54,25.3,0,127.0,6.9,0.0,7,5,8,1,81.34,142.95,84.61,110.96208333333333
2025-08-16 08:00:00+00:00,54.79,28.2,0,315.0,3.2,0.0,8,5,8,1,37.88,190.62,34.56,111.66666666666667
2025-08-16 09:00:00+00:00,27.39,31.4,0,508.0,3.6,0.0,9,5,8,1,32.74,187.24,34.26,111.44375000000001
2025-08-16 10:00:00+00:00,23.52,34.1,0,677.0,3.3,0.0,10,5,8,1,28.95,172.33,34.0,111.21750000000002
2025-08-16 11:00:00+00:00,23.41,36.4,0,807.0,2.6,0.0,11,5,8,1,28.01,155.92,32.96,111.02583333333332
2025-08-16 12:00:00+00:00,22.79,38.0,1,883.0,2.8,0.0,12,5,8,1,27.6,104.65,32.86,110.82541666666667
2025-08-16 13:00:00+00:00,23.15,39.3,4,876.0,4.4,0.0,13,5,8,1,29.93,121.69,33.37,110.54291666666667
2025-08-16 14:00:00+00:00,26.1,40.1,2,852.0,4.4,0.0,14,5,8,1,54.98,123.79,33.29,109.33958333333334
2025-08-16 15:00:00+00:00,47.52,40.7,17,763.0,1.2,0.0,15,5,8,1,63.06,132.43,37.87,108.69208333333334
2025-08-16 16:00:00+00:00,103.04,40.2,48,608.0,7.2,0.0,16,5,8,1,97.52,220.85,68.41,108.92208333333333
